node,degree,pagerank,pagerank_norm,kcore,membership
ENSG00000134265,681,0.000826191946476147,0.455153908200981,234,5
ENSG00000156642,509,0.000625771371561078,0.339942849764207,229,3
ENSG00000183258,505,0.000551948971365694,0.297506304182709,234,4
ENSG00000124733,260,0.000322692131884886,0.165718821078012,194,4
ENSG00000147676,204,0.000290290883313687,0.147093077966843,139,3
ENSG00000185591,73,0.000737790847627863,0.404336849275765,30,8
ENSG00000072832,351,0.000442426005722025,0.23454741485566,225,4
ENSG00000177570,189,0.000373314114340261,0.194818688600711,115,3
ENSG00000075340,169,0.00028135099403706,0.141954014243948,114,3
ENSG00000172757,420,0.000468538606843372,0.249558151228423,234,4
ENSG00000146223,578,0.000676976994562881,0.369378220990201,234,5
ENSG00000103035,577,0.000661527416458636,0.360497085674897,234,4
ENSG00000077549,341,0.000449359853122496,0.238533312503074,209,4
ENSG00000134744,60,0.000640472559735551,0.348393775776055,26,9
ENSG00000100519,363,0.000411295214365914,0.216651989579928,234,4
ENSG00000198121,11,0.000298766085187955,0.151965017780475,4,8
ENSG00000159658,133,0.00127306489643643,0.712037242526837,30,8
ENSG00000164190,140,0.00124157012607566,0.693932585207969,30,8
ENSG00000173915,247,0.00030709393900036,0.156752255082038,184,4
ENSG00000205629,615,0.000679244590245001,0.370681740345708,234,4
ENSG00000111652,501,0.000603698753002087,0.327254483074659,234,4
ENSG00000138279,246,0.000377692920521867,0.197335829842752,172,4
ENSG00000167792,407,0.000514895493902477,0.276206243751741,234,4
ENSG00000178741,281,0.00032215708699699,0.165411252417101,216,4
ENSG00000100216,327,0.000426073132814067,0.225147023718142,203,4
ENSG00000137547,398,0.000457733736058331,0.243347009483396,234,4
ENSG00000125827,436,0.000486555714239424,0.259915221673649,234,3
ENSG00000165868,250,0.000445721730353576,0.236441950500406,146,3
ENSG00000041353,56,0.000166436473311592,0.0758958085525112,43,3
ENSG00000100934,652,0.000754271029589439,0.413810423572358,234,5
ENSG00000070961,213,0.000363735452075251,0.189312428485311,131,3
ENSG00000080822,17,0.000296541155681181,0.15068602492492,10,8
ENSG00000197959,441,0.000543519615315118,0.292660718678632,228,3
ENSG00000239911,152,0.000200202443283204,0.0953060569325601,135,3
ENSG00000196072,467,0.000519703472046306,0.278970092977931,234,5
ENSG00000170606,13,0.000197196029964751,0.0935778308726153,8,5
ENSG00000100167,411,0.000568574425059516,0.307063387420638,204,3
ENSG00000166780,376,0.000533034344802456,0.286633298019493,199,3
ENSG00000138071,369,0.000419530423775582,0.221385970574336,234,4
ENSG00000172260,155,0.00025491213602771,0.126755730253357,118,3
ENSG00000149428,376,0.000456509305581466,0.242643149955593,232,4
ENSG00000101557,561,0.000634353342103153,0.344876165168799,234,4
ENSG00000182901,256,0.00034350676804681,0.17768404103713,162,3
ENSG00000161021,76,0.000821815654210934,0.452638212074885,26,9
ENSG00000133703,437,0.000523919976910733,0.281393935881985,234,5
ENSG00000106367,392,0.000456287304931689,0.242515533667468,234,4
ENSG00000163001,461,0.00051153523540982,0.274274611045248,234,4
ENSG00000145293,433,0.000599699086477896,0.324955288923353,221,4
ENSG00000164951,320,0.000446382822531168,0.236821976999866,194,3
ENSG00000168159,555,0.000676895277351262,0.369331246140203,234,3
ENSG00000166167,390,0.000591106472451218,0.320015855149292,199,3
ENSG00000204655,33,0.000556667961656031,0.300218999056143,12,8
