ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,CommunityID
GO:0042147,"retrograde transport, endosome to Golgi",14/820,32/3978,0.00253012023481884,0.0250748657137637,0.0219784784480816,RAB6B/EHD3/ATP9A/HEATR5B/PREPL/DCTN1/UBE2O/CLTC/BLTP3B/RAB9B/GBF1/VPS26B/EIPR1/VPS53,14,3
GO:1901888,regulation of cell junction assembly,21/820,56/3978,0.00255179571916907,0.0252091411492435,0.0220961727878435,CLSTN3/GPRASP2/DMTN/SNCA/AMIGO1/NEGR1/CNTNAP2/MEF2C/CLSTN1/STAU2/THY1/SLITRK4/ROBO2/ICAM5/EFNB3/PTK2B/CHRNB2/CLSTN2/MYCBP2/SLC9A1/SLITRK1,21,3
GO:0043524,negative regulation of neuron apoptotic process,19/820,49/3978,0.00259017794317022,0.0255070856498858,0.0223573254042061,GPRASP2/SNCB/OXR1/MAP2K4/SNCA/STXBP1/MEF2C/CHL1/GPI/BRAF/NEFL/PCDHGC5/PTK2B/MSH2/DNAJC5/RASA1/RETREG1/PRKCG/VSTM2L,19,3
GO:0015711,organic anion transport,27/820,78/3978,0.00261818641105592,0.02570131090853,0.0225275666214439,SV2A/GOT2/RAB3GAP1/RGS4/SNCA/SYT4/SLC4A10/STXBP1/XK/SLC17A7/SLC35B4/SLC7A14/SLC39A10/SLC6A17/FABP3/SLC25A12/SLC6A15/CD47/SLC38A1/SLC27A4/SLC16A14/SLC6A7/SLC16A7/SLC4A8/RTBDN/ANKH/GRM1,27,3
GO:0007417,central nervous system development,84/820,310/3978,0.00263325841172087,0.0257677211140636,0.0225857761164703,WDR47/TAGLN3/RTN3/SERPINI1/BASP1/YWHAH/HPRT1/RTN1/RAB3GAP1/SCN2A/CALM3/SH3GL2/SLC4A10/AMIGO1/LMO4/BMERB1/CNTNAP2/WDR37/EPHA4/KCNA2/CNTNAP1/ADAM22/GRIN2B/DCTN1/GSK3B/GRIN2A/NEFL/GAP43/INA/GPR158/MAP2K1/ADAM23/SLC6A17/DCLK1/HERC1/CDK5R1/HTR5A/SCN1B/B4GALT6/SYNGR3/ATRN/ROBO2/PCSK1/ELAVL4/CEND1/TUBB2A/HPCAL4/DHX30/TTBK2/SSBP3/CA10/POMK/CITED2/EPHA5/SEZ6/GRIA1/SRD5A1/SPOCK1/PLCB1/ZNF365/CDK20/CHRNB2/SPTBN2/NEUROD6/PLXNA4/MYCBP2/DRD1/NNAT/KCNC2/TBR1/GRIN1/CDK5R2/SUDS3/NPTX1/MAS1/TNFRSF21/MTOR/NOVA2/FGF9/BTBD3/PHLPP2/SSTR1/SSTR3/FGF13,84,3
GO:0010812,negative regulation of cell-substrate adhesion,8/820,14/3978,0.00288373728925444,0.0280418591575777,0.0245790906389844,DMTN/NEXMIF/PIK3R1/SPOCK1/CORO2B/AJAP1/RASA1/PTPRO,8,3
GO:0050850,positive regulation of calcium-mediated signaling,8/820,14/3978,0.00288373728925444,0.0280418591575777,0.0245790906389844,PPP3CB/AKAP6/CAMTA1/PPP3R1/PPP3CA/CDH13/SLC9A1/AKAP5,8,3
GO:0032411,positive regulation of transporter activity,12/820,26/3978,0.00296624717918801,0.0286644820867328,0.025124828541868,CALM3/AKAP6/ATP1B1/CACNA2D1/SCN1B/SYNGR3/TCAF1/STAC2/CACNB3/SLC9A1/ACTN2/FGF13,12,3
GO:0046887,positive regulation of hormone secretion,12/820,26/3978,0.00296624717918801,0.0286644820867328,0.025124828541868,PPP3CB/PRKCE/CHRM3/VSNL1/PRKCB/SYBU/ITPR1/C2CD2L/PLCB1/NNAT/AACS/RBP4,12,3
GO:0006897,endocytosis,74/820,269/3978,0.00308269826340965,0.029697298177319,0.0260301066178069,NECAP1/SYP/PPP3CB/SNX10/PAK1/DNM1L/AP3M2/DNAJC6/SNCB/MTMR9/SNAP91/SYNJ1/AP2S1/EHD3/RABGAP1L/VAMP2/ATP6V1H/PRKCE/CLIP3/ATP9A/INPP5F/SNCA/SH3GL2/SYT4/ZFYVE9/RAB27B/DNM3/STX1B/SLC17A7/HEATR5B/SCAMP5/PPP3R1/PPP3CA/AMPH/REPS2/WASF1/SGIP1/SLC9B2/AP2A2/CALY/CLTC/STX1A/HGS/CACNG3/CDH13/SMAP1/CACNG8/USP20/AP2A1/WDR54/CD47/HPCA/ICAM5/PACSIN1/STEAP2/TUB/AP3B2/UBQLN2/DNM1/DLG4/GRIA1/LIMK1/AP3D1/SYT5/SNCG/NCKIPSD/GRB2/GRK2/NME1/TM9SF4/SYT7/GRK3/PRKCG/CAMK1D,74,3
GO:0019233,sensory perception of pain,9/820,17/3978,0.0031472461891319,0.0301319681440961,0.0264111010608437,KCNA2/SCN1A/GRIN2A/HTR2A/PHF24/POMK/CHRNB2/RETREG1/GRM1,9,3
GO:0090659,walking behavior,9/820,17/3978,0.0031472461891319,0.0301319681440961,0.0264111010608437,UCHL1/OXR1/EPHA4/GLRB/SCN1A/CEND1/EFNB3/DRD1/ABHD12,9,3
GO:0006865,amino acid transport,15/820,36/3978,0.00320039393615853,0.0303086198514652,0.0265659388090314,SV2A/RAB3GAP1/RGS4/SNCA/SYT4/STXBP1/XK/SLC17A7/SLC7A14/SLC6A17/SLC25A12/SLC6A15/SLC38A1/SLC6A7/GRM1,15,3
GO:0055013,cardiac muscle cell development,10/820,20/3978,0.00320477991981966,0.0303086198514652,0.0265659388090314,TOMM70/RGS4/MAP2K4/AKAP6/PRICKLE1/SLC8A1/GSK3A/MTOR/ACTN2/FHOD3,10,3
GO:0097720,calcineurin-mediated signaling,10/820,20/3978,0.00320477991981966,0.0303086198514652,0.0265659388090314,PPP3CB/AKAP6/CAMTA1/PPP3R1/PPP3CA/GSK3B/SLC8A2/SLC9A1/AKAP5/MTOR,10,3
GO:1903307,positive regulation of regulated secretory pathway,10/820,20/3978,0.00320477991981966,0.0303086198514652,0.0265659388090314,RAB3A/SYT4/STXBP1/SCAMP5/STX1A/KCNB1/RAB15/CDK5R2/SYT7/SLC4A8,10,3
GO:1990138,neuron projection extension,21/820,57/3978,0.00327488340368768,0.0308774720919124,0.0270645459341714,PPP3CB/SH3GL2/SYT4/CYFIP2/NRN1/SLC9A6/PRICKLE1/UNC13A/GSK3B/PRKCZ/WASF1/DCLK1/CPNE5/CDKL5/LIMK1/OLFM1/L1CAM/PLXNA4/RNF157/SYT3/MAP3K13,21,3
GO:0030900,forebrain development,36/820,114/3978,0.00347198243206243,0.0326366348613869,0.028606477263213,WDR47/HPRT1/RAB3GAP1/SCN2A/SLC4A10/BMERB1/CNTNAP2/WDR37/KCNA2/GSK3B/NEFL/DCLK1/HERC1/CDK5R1/HTR5A/ROBO2/PCSK1/ELAVL4/TUBB2A/EPHA5/GRIA1/SRD5A1/PLCB1/CHRNB2/NEUROD6/PLXNA4/DRD1/KCNC2/TBR1/CDK5R2/MAS1/BTBD3/PHLPP2/SSTR1/SSTR3/FGF13,36,3
GO:0070252,actin-mediated cell contraction,14/820,33/3978,0.00357691097206486,0.0334204151667024,0.0292934719113619,FGF12/KCNJ3/ATP1A1/SCN1A/SCN3B/GPD1L/CACNA2D1/SCN2B/SCN1B/CAMK2D/EPDR1/SLC9A1/SCN4B/FGF13,14,3
GO:0098930,axonal transport,14/820,33/3978,0.00357691097206486,0.0334204151667024,0.0292934719113619,KIF3A/UCHL1/AP3M2/RAB27B/NEFL/CALY/SYBU/AP3B2/KIF3B/MAPK8IP3/TERF2/DYNC1H1/AP3D1/NETO1,14,3
GO:0016197,endosomal transport,32/820,99/3978,0.00383381948753674,0.0357132373884053,0.0313031633833014,RAB6B/EHD3/ATP9A/INPP5F/ZFYVE9/HEATR5B/PREPL/NSG1/DCTN1/NSG2/REPS2/ARL4C/UBE2O/CALY/CLTC/HGS/DCLK1/BLTP3B/GRIPAP1/RAB9B/NDRG4/AP3D1/GBF1/VPS26B/EIPR1/VPS53/AKAP5/ARHGAP44/ACTN2/GGA3/LMTK2/VPS36,32,3
GO:0018105,peptidyl-serine phosphorylation,33/820,103/3978,0.00391418184499473,0.0363526709077056,0.0318636360088919,MAPK9/PAK1/PFN2/DMTN/PRKCE/INPP5F/SNCA/CAMKV/PDK3/GSK3B/PRKCZ/GPD1L/BRAF/PLK2/CAMK4/MAPK8/PRKCB/RET/CDK5R1/CAMK2B/TTBK2/CAMK2D/NLK/MAST3/CAMK1G/GRK2/GSK3A/MTOR/PNCK/PRKCG/CAMK1D/LMTK2/MAP3K13,33,3
GO:0008306,associative learning,12/820,27/3978,0.00435551612432639,0.0402107470763704,0.0352452949534306,BRAF/GRIN2A/PDE1B/ELAVL4/NDRG4/TAFA2/NETO1/CHRNB2/CLSTN2/DRD1/TBR1/GRIN1,12,3
GO:0055007,cardiac muscle cell differentiation,12/820,27/3978,0.00435551612432639,0.0402107470763704,0.0352452949534306,TOMM70/RGS4/MAP2K4/AKAP6/MEF2C/PRICKLE1/SLC8A1/GSK3A/SLC9A1/MTOR/ACTN2/FHOD3,12,3
GO:0008088,axo-dendritic transport,15/820,37/3978,0.00437851459284301,0.040303122454003,0.035326263293186,KIF3A/UCHL1/AP3M2/RAB27B/STAU2/NEFL/CALY/SYBU/AP3B2/KIF3B/MAPK8IP3/TERF2/DYNC1H1/AP3D1/NETO1,15,3
GO:0007589,body fluid secretion,7/820,12/3978,0.00460731728223907,0.0419117249545619,0.0367362263930345,PRKCE/CHRM3/PRICKLE1/PPP3CA/CDO1/CHRM1/NME1,7,3
GO:0099633,protein localization to postsynaptic specialization membrane,7/820,12/3978,0.00460731728223907,0.0419117249545619,0.0367362263930345,PRKCZ/CACNG3/DLG4/NETO1/NPTX1/IQSEC2/C1QL3,7,3
GO:0099645,neurotransmitter receptor localization to postsynaptic specialization membrane,7/820,12/3978,0.00460731728223907,0.0419117249545619,0.0367362263930345,PRKCZ/CACNG3/DLG4/NETO1/NPTX1/IQSEC2/C1QL3,7,3
GO:1900271,regulation of long-term synaptic potentiation,7/820,12/3978,0.00460731728223907,0.0419117249545619,0.0367362263930345,PRKAR1B/EPHA4/NSG1/GSK3B/CYP46A1/ADCY1/AKAP5,7,3
GO:0002027,regulation of heart rate,11/820,24/3978,0.0047155601437981,0.0426462611255443,0.0373800578530934,KCNJ3/RGS4/CALM3/SCN3B/GPD1L/SLC8A1/CACNA2D1/SCN2B/SCN1B/CAMK2D/SCN4B,11,3
GO:0050772,positive regulation of axonogenesis,11/820,24/3978,0.0047155601437981,0.0426462611255443,0.0373800578530934,AMIGO1/BRAF/NEFL/MAP2K1/ROBO2/CDKL5/LIMK1/L1CAM/PLXNA4/MAP3K13/SLITRK1,11,3
GO:0042551,neuron maturation,8/820,15/3978,0.00507494524249665,0.0454984975208804,0.0398800838496162,CNTNAP2/KCNQ3/RET/ACTL6B/B4GALT6/KCNB1/RND1/MAP3K13,8,3
GO:1990089,response to nerve growth factor,8/820,15/3978,0.00507494524249665,0.0454984975208804,0.0398800838496162,STMN2/SH3GL2/BRAF/WASF1/ELAVL4/GRIA1/KIDINS220/KCNC2,8,3
GO:2001259,positive regulation of cation channel activity,8/820,15/3978,0.00507494524249665,0.0454984975208804,0.0398800838496162,CALM3/AKAP6/CACNA2D1/SCN1B/STAC2/CACNB3/ACTN2/FGF13,8,3
GO:0048511,rhythmic process,24/820,70/3978,0.00509426888591857,0.045540121279883,0.0399165676697336,MAPK9/DNM1L/CCAR2/PTPRN/BTRC/KCNA2/GSK3B/HLF/FBXW7/SERPINF1/MAPK8/CDK5R1/ROBO2/PRKAA2/MAPK10/OPN3/NDUFA9/CHRNB2/MYCBP2/ADCY1/MTOR/EGR3/PRKCG/RORB,24,3
GO:0035773,insulin secretion involved in cellular response to glucose stimulus,9/820,18/3978,0.00515862039094139,0.045982874864081,0.0403046475190611,PPP3CB/PRKCE/PTPRN/VSNL1/SLC9B2/SYBU/EPHA5/C2CD2L/RAB11FIP5,9,3
GO:0018209,peptidyl-serine modification,33/820,105/3978,0.00546192186915291,0.0485469387911528,0.0425520862253716,MAPK9/PAK1/PFN2/DMTN/PRKCE/INPP5F/SNCA/CAMKV/PDK3/GSK3B/PRKCZ/GPD1L/BRAF/PLK2/CAMK4/MAPK8/PRKCB/RET/CDK5R1/CAMK2B/TTBK2/CAMK2D/NLK/MAST3/CAMK1G/GRK2/GSK3A/MTOR/PNCK/PRKCG/CAMK1D/LMTK2/MAP3K13,33,3
GO:0021675,nerve development,13/820,31/3978,0.0055692345755206,0.0492187055648573,0.0431408994109153,GABRB2/SCN2A/SCN8A/KCNA2/SCN1A/KCNQ3/RET/CITED2/CHRNB2/PLXNA4/KCNC2/NPTX1/PRKCG,13,3
GO:0021766,hippocampus development,13/820,31/3978,0.0055692345755206,0.0492187055648573,0.0431408994109153,SCN2A/GSK3B/NEFL/CDK5R1/HTR5A/EPHA5/SRD5A1/NEUROD6/DRD1/CDK5R2/MAS1/PHLPP2/FGF13,13,3
GO:0007411,axon guidance,22/820,63/3978,0.00560956666953324,0.0492926123044916,0.0432056797253051,CYFIP2/LMO4/EPHA4/CHN1/CHL1/UNC5D/GAP43/PCDHAC2/RET/CDK5R1/SCN1B/ROBO2/EPHA5/EFNB3/ARHGEF25/L1CAM/PLXNA4/MYCBP2/TBR1/CDK5R2/PTPRO/NOVA2,22,3
GO:0097485,neuron projection guidance,22/820,63/3978,0.00560956666953324,0.0492926123044916,0.0432056797253051,CYFIP2/LMO4/EPHA4/CHN1/CHL1/UNC5D/GAP43/PCDHAC2/RET/CDK5R1/SCN1B/ROBO2/EPHA5/EFNB3/ARHGEF25/L1CAM/PLXNA4/MYCBP2/TBR1/CDK5R2/PTPRO/NOVA2,22,3
GO:0051223,regulation of protein transport,51/820,178/3978,0.00562526910244682,0.0492926123044916,0.0432056797253051,PPP3CB/DNM1L/NDFIP1/NDFIP2/TOMM70/DMTN/VAMP2/PRKCE/SYT4/CD200/CHRM3/PPP3CA/GSK3B/PRKCZ/APBB1/VSNL1/SLC9B2/FBXW7/MAPK8/ATP13A2/PRKCB/ENSA/STX1A/STXBP5L/CDK5R1/TCAF1/GRIPAP1/PCSK1/HPCA/SYBU/KCNB1/ITPR1/MYH10/PIK3R1/EPHA5/C2CD2L/STXBP5/CHRM1/PLCB1/DNAJC27/EIPR1/RAB11FIP5/CPLX1/NNAT/GSK3A/AACS/TM9SF4/RBP4/AKAP5/ARHGAP44/SYT7,51,3
GO:0009060,aerobic respiration,71/820,105/3978,5.62874712708728e-26,1.63233666685531e-22,1.55116420828574e-22,ATP5F1B/UQCRC1/MDH2/ATP5PD/GHITM/VCP/ATP5F1A/NDUFA5/UQCRH/DLAT/UQCRC2/NDUFS2/IDH3B/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/FH/NDUFV1/COX5A/IDH3G/ATP5F1C/PARK7/COX7A2/ATP5PB/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/NDUFA4/STOML2/ACLY/COX7C/NDUFA12/NDUFS5/NDUFB6/PDHB/NDUFB10/NDUFA3/NDUFA2/UQCR10/NDUFB3/MRPS36/CHCHD2/ATP5PF/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/UQCRB/SUCLG1/NDUFS8/DGUOK/ATP5ME/NDUFB11/BNIP3/NDUFAF1/DNAJC30/NDUFS6/NDUFC1/ATP5F1D/NDUFA1/NDUFB7/NDUFB9/PDHA1,71,4
GO:0006119,oxidative phosphorylation,60/820,82/3978,5.77017843469258e-25,8.189963256214e-22,7.78269466597759e-22,ATP5F1B/UQCRC1/ATP5PD/GHITM/VCP/ATP5F1A/NDUFA5/UQCRH/UQCRC2/NDUFS2/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/NDUFV1/COX5A/ATP5F1C/PARK7/COX7A2/ATP5PB/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/NDUFA4/STOML2/COX7C/NDUFA12/NDUFS5/NDUFB6/NDUFB10/NDUFA3/NDUFA2/UQCR10/NDUFB3/CHCHD2/ATP5PF/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/UQCRB/NDUFS8/DGUOK/ATP5ME/NDUFB11/NDUFAF1/DNAJC30/NDUFS6/NDUFC1/ATP5F1D/NDUFA1/NDUFB7/NDUFB9,60,4
GO:0045333,cellular respiration,75/820,118/3978,8.47237578229034e-25,8.189963256214e-22,7.78269466597759e-22,ATP5F1B/UQCRC1/MDH2/ATP5PD/GHITM/VCP/ATP5F1A/NDUFA5/UQCRH/DLAT/UQCRC2/NDUFS2/IDH3B/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/FH/NDUFV1/COX5A/IDH3G/ATP5F1C/PARK7/COX7A2/ATP5PB/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/NDUFA4/STOML2/ACLY/COX7C/NDUFA12/NDUFS5/NDUFB6/PDHB/TRAP1/COQ10B/NDUFB10/NDUFA3/NDUFA2/PRELID1/UQCR10/NDUFB3/MRPS36/CHCHD2/ATP5PF/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/GBA1/UQCRB/SUCLG1/NDUFS8/DGUOK/ATP5ME/NDUFB11/BNIP3/NDUFAF1/DNAJC30/NDUFS6/NDUFC1/ATP5F1D/NDUFA1/NDUFB7/NDUFB9/PDHA1,75,4
GO:0015980,energy derivation by oxidation of organic compounds,79/820,137/3978,3.76818934134494e-22,2.73193727247508e-19,2.59608413043186e-19,ATP5F1B/PFKM/UQCRC1/MDH2/ATP5PD/GHITM/VCP/ATP5F1A/NDUFA5/UQCRH/DLAT/UQCRC2/NDUFS2/IDH3B/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/FH/NDUFV1/COX5A/IDH3G/ATP5F1C/PARK7/COX7A2/ATP5PB/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/PPP1R2/NDUFA4/STOML2/ACLY/COX7C/NDUFA12/NDUFS5/NDUFB6/PDHB/TRAP1/COQ10B/NDUFB10/NDUFA3/NDUFA2/PRELID1/UQCR10/NDUFB3/MRPS36/CHCHD2/ATP5PF/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/GBA1/UQCRB/SUCLG1/NDUFS8/DGUOK/ATP5ME/NDUFB11/BNIP3/NDUFAF1/DNAJC30/NDUFS6/NDUFC1/ATP5F1D/AGL/NDUFA1/NDUFB7/NDUFB9/PPP1CA/PDHA1,79,4
GO:0042773,ATP synthesis coupled electron transport,48/820,63/3978,1.93404115453385e-21,9.34786558024695e-19,8.88301709222741e-19,UQCRC1/GHITM/NDUFA5/UQCRH/UQCRC2/NDUFS2/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/NDUFV1/COX5A/PARK7/COX7A2/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/NDUFA4/COX7C/NDUFA12/NDUFS5/NDUFB6/NDUFB10/NDUFA3/NDUFA2/UQCR10/NDUFB3/CHCHD2/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/UQCRB/NDUFS8/DGUOK/NDUFAF1/NDUFS6/NDUFC1/NDUFA1/NDUFB7/NDUFB9,48,4
GO:0042775,mitochondrial ATP synthesis coupled electron transport,48/820,63/3978,1.93404115453385e-21,9.34786558024695e-19,8.88301709222741e-19,UQCRC1/GHITM/NDUFA5/UQCRH/UQCRC2/NDUFS2/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/NDUFV1/COX5A/PARK7/COX7A2/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/NDUFA4/COX7C/NDUFA12/NDUFS5/NDUFB6/NDUFB10/NDUFA3/NDUFA2/UQCR10/NDUFB3/CHCHD2/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/UQCRB/NDUFS8/DGUOK/NDUFAF1/NDUFS6/NDUFC1/NDUFA1/NDUFB7/NDUFB9,48,4
GO:0022904,respiratory electron transport chain,49/820,67/3978,1.53567714354186e-20,6.36209102324486e-18,6.04571843878586e-18,UQCRC1/GHITM/NDUFA5/UQCRH/UQCRC2/NDUFS2/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/NDUFV1/COX5A/PARK7/COX7A2/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/NDUFA4/COX7C/NDUFA12/NDUFS5/NDUFB6/NDUFB10/NDUFA3/NDUFA2/UQCR10/NDUFB3/CHCHD2/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/GBA1/UQCRB/NDUFS8/DGUOK/NDUFAF1/NDUFS6/NDUFC1/NDUFA1/NDUFB7/NDUFB9,49,4
GO:0019646,aerobic electron transport chain,44/820,58/3978,1.31303888978641e-19,4.44681416650471e-17,4.22568402464949e-17,UQCRC1/NDUFA5/UQCRH/UQCRC2/NDUFS2/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/NDUFV1/COX5A/PARK7/COX7A2/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/NDUFA4/COX7C/NDUFS5/NDUFB6/NDUFB10/NDUFA3/NDUFA2/UQCR10/NDUFB3/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/UQCRB/NDUFS8/NDUFAF1/NDUFS6/NDUFC1/NDUFA1/NDUFB7/NDUFB9,44,4
GO:0006091,generation of precursor metabolites and energy,92/820,185/3978,1.38402327719425e-19,4.44681416650471e-17,4.22568402464949e-17,ATP5F1B/PFKM/UQCRC1/MDH2/PPP2CA/ATP5PD/GHITM/VCP/TPI1/ATP5F1A/NDUFA5/UQCRH/DLAT/PGAM1/UQCRC2/NDUFS2/IDH3B/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/FH/NDUFV1/COX5A/IDH3G/PKM/ATP5F1C/PARK7/COX7A2/ATP5PB/COX7B/PRKACA/COX6C/PHB2/COX6B1/CYC1/DLD/COX4I1/SDHB/PPP1R2/NDUFA4/STOML2/ACLY/COX7C/NDUFA12/NDUFS5/NDUFB6/PDHB/TRAP1/COQ10B/NDUFB10/NDUFA3/NDUFA2/PRELID1/UQCR10/NDUFB3/PRKAG1/MRPS36/ATP5IF1/BPGM/CHCHD2/ATP5PF/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/LDHA/GBA1/UQCRB/SUCLG1/NDUFS8/DGUOK/ATP5ME/NDUFB11/BNIP3/NDUFAF1/DNAJC30/NDUFS6/EIF6/NDUFC1/ATP5F1D/DEGS1/AKR1B1/AGL/NDUFA1/NDUFB7/NDUFB9/PPP1CA/PDHA1,92,4
GO:0032543,mitochondrial translation,43/820,56/3978,1.53338419534645e-19,4.44681416650471e-17,4.22568402464949e-17,MRPS21/MRPL9/MRPL15/MRPL28/LRPPRC/MRPL37/MRPL2/MRPS23/MRPL55/AURKAIP1/C1QBP/MRPL57/COA3/MRPL51/MRPS7/MRPL30/MRPL3/MRPS27/TUFM/MRPL24/MRPS10/TRMT10C/MRPS34/MRPS26/MRPS35/MRPL20/CHCHD1/RMND1/MRPL17/MRPS9/MRPL1/GADD45GIP1/MRPS22/MRPL47/MRPL27/TACO1/MRPL45/MRPL21/MRPL58/MRPS33/MRPL54/MRPL10/MRPL40,43,4
GO:0140053,mitochondrial gene expression,44/820,60/3978,1.26064591757721e-18,3.32352105543084e-16,3.1582497724566e-16,MRPS21/MRPL9/MRPL15/MRPL28/LRPPRC/MRPL37/MRPL2/MRPS23/MRPL55/AURKAIP1/C1QBP/MRPL57/COA3/MRPL51/MRPS7/MRPL30/MRPL3/MRPS27/TUFM/MRPL24/MRPS10/TRMT10C/MRPS34/MRPS26/MRPS35/MRPL20/CHCHD1/RMND1/MRPL17/ELAC2/MRPS9/MRPL1/GADD45GIP1/MRPS22/MRPL47/MRPL27/TACO1/MRPL45/MRPL21/MRPL58/MRPS33/MRPL54/MRPL10/MRPL40,44,4
GO:0007005,mitochondrion organization,97/820,208/3978,4.03531604227201e-18,9.75201376882403e-16,9.26706789356853e-16,TOMM20/VDAC1/GHITM/VDAC2/NDUFA5/IMMT/NDUFS2/NDUFS3/NDUFAB1/OPA1/COX7A2L/NDUFB5/MIGA1/TOMM22/TIMM17A/PARK7/COX7A2/TIMM23/PHB2/AFG3L2/SLC30A9/MFN2/STOML2/HAX1/APOO/FAM162A/NDUFA12/DDHD2/NDUFS5/NDUFB6/VPS11/BECN1/GABARAPL2/NDUFB10/MICOS13/UBL5/COA3/NDUFA3/NDUFA2/PSMD10/HIGD1A/RAP1GDS1/BCAP31/PRDX3/PRELID1/MTX3/HSPA9/NDUFB3/PMPCB/ARMCX3/ATP5IF1/FUNDC1/MTX2/CHCHD2/LETMD1/NDUFS4/NDUFB4/RRM2B/MTCH2/NDUFA8/RRM1/SLIRP/UQCRFS1/NDUFA6/BNIP3L/GBA1/YME1L1/NDUFS8/TMEM126B/FIS1/TIMM10/POLDIP2/PMPCA/TIMM8B/ATPAF1/NDUFB11/HIGD2A/NDUFAF3/BNIP3/NDUFAF1/TMEM126A/HTRA2/CHCHD7/NDUFC1/ATP5F1D/TACO1/SLC25A5/NDUFA1/NDUFB7/TIMM17B/DMAC1/MIEF1/AIFM1/NDUFB9/TOMM40/TTC19/MARCHF5,97,4
GO:0022900,electron transport chain,52/820,81/3978,9.62002781348899e-18,2.14308512261815e-15,2.03651428348977e-15,UQCRC1/GHITM/NDUFA5/UQCRH/UQCRC2/NDUFS2/IDH3B/NDUFS3/NDUFAB1/COX7A2L/NDUFB5/COX5B/UQCRQ/NDUFV1/COX5A/PARK7/COX7A2/COX7B/COX6C/COX6B1/CYC1/DLD/COX4I1/SDHB/NDUFA4/COX7C/NDUFA12/NDUFS5/NDUFB6/NDUFB10/NDUFA3/NDUFA2/UQCR10/NDUFB3/CHCHD2/NDUFS4/NDUFB4/NDUFA8/UQCRFS1/NDUFA6/GBA1/UQCRB/NDUFS8/DGUOK/NDUFAF1/NDUFS6/NDUFC1/DEGS1/AKR1B1/NDUFA1/NDUFB7/NDUFB9,52,4
GO:0015986,proton motive force-driven ATP synthesis,39/820,51/3978,1.03459281781566e-17,2.14308512261815e-15,2.03651428348977e-15,ATP5F1B/ATP5PD/ATP5F1A/NDUFA5/ATP5MC3/NDUFS2/NDUFS3/ATP5MC1/NDUFAB1/NDUFB5/ATP5MK/NDUFV1/ATP5F1C/ATP5MJ/ATP5PB/SDHB/STOML2/NDUFA12/NDUFS5/NDUFB6/NDUFB10/NDUFA3/NDUFA2/NDUFB3/ATP5PF/NDUFS4/NDUFB4/NDUFA8/NDUFA6/NDUFS8/ATP5ME/NDUFB11/DNAJC30/NDUFS6/NDUFC1/ATP5F1D/NDUFA1/NDUFB7/NDUFB9,39,4
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,35/820,46/3978,6.88518367694619e-16,1.33113551087626e-13,1.26494111342071e-13,ATP5F1B/ATP5PD/ATP5F1A/NDUFA5/NDUFS2/NDUFS3/NDUFAB1/NDUFB5/NDUFV1/ATP5F1C/ATP5PB/SDHB/STOML2/NDUFA12/NDUFS5/NDUFB6/NDUFB10/NDUFA3/NDUFA2/NDUFB3/ATP5PF/NDUFS4/NDUFB4/NDUFA8/NDUFA6/NDUFS8/ATP5ME/NDUFB11/DNAJC30/NDUFS6/NDUFC1/ATP5F1D/NDUFA1/NDUFB7/NDUFB9,35,4
